data_family,variable,description,type,unit,linked_attributes,partition,formula,base_variable,cumulative_of,no_report,synthetic_tag,synthetic_blocker,modifiers,main,main_variable,variation
13_referential,population_with_diabetes,Population by Comorbidity (Diabetes),indicator,people,,"source, geo_code","population_with_diabetes(reporting_date, population)",population,,TRUE,"missing_real_data_2022, fx2023","age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""case_status"", ""value"": null}, {""variable"": ""pathogen_code"", ""value"": null}, {""variable"": ""vaccination_status"", ""value"": null}, {""variable"": ""variant"", ""value"": null}, {""variable"": ""comorbidity_code"", ""value"": ""diabetes""}]",,,
13_referential,population_with_kidney,Population by Comorbidity (Chronic Kidney Disease),indicator,people,,"source, geo_code","population_with_kidney(reporting_date, population)",population,,TRUE,"missing_real_data_2022, fx2023","age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""case_status"", ""value"": null}, {""variable"": ""pathogen_code"", ""value"": null}, {""variable"": ""vaccination_status"", ""value"": null}, {""variable"": ""variant"", ""value"": null}, {""variable"": ""comorbidity_code"", ""value"": ""chronic_kidney_disease""}]",,,
13_referential,population_with_obesity,Population by Comorbidity (Obesity),indicator,people,,"source, geo_code","population_with_obesity(reporting_date, population)",population,,TRUE,"missing_real_data_2022, fx2023","age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""case_status"", ""value"": null}, {""variable"": ""pathogen_code"", ""value"": null}, {""variable"": ""vaccination_status"", ""value"": null}, {""variable"": ""variant"", ""value"": null}, {""variable"": ""comorbidity_code"", ""value"": ""obesity""}]",,,
13_referential,population_with_respiratory_disease,Population by Comorbidity (Respiratory Disease),indicator,people,,"source, geo_code","population_with_respiratory_disease(reporting_date, population)",population,,TRUE,"missing_real_data_2022, fx2023","age_group, gender_code, comorbidity_code, variant, population_type","[{""variable"": ""case_status"", ""value"": null}, {""variable"": ""pathogen_code"", ""value"": null}, {""variable"": ""vaccination_status"", ""value"": null}, {""variable"": ""variant"", ""value"": null}, {""variable"": ""comorbidity_code"", ""value"": ""chronic_obstructive_respiratory_disease""}]",,,
13_referential,reporting_date,Day in which a measure  is being reported,date,date,,,,reporting_period,,,,,"[{""variable"": ""period_type"", ""value"": ""date""}]",,,
13_referential,reporting_month,Month on which a measure is being reported,date,date,,,,reporting_period,,,,,"[{""variable"": ""period_type"", ""value"": ""month""}]",,,
13_referential,reporting_period,Period in which a measure is being reported,date,date,,,,,,,,,,,,
13_referential,reporting_time,Instant in which a measure is being reported,date,date,,,,reporting_period,,,,,"[{""variable"": ""period_type"", ""value"": ""instant""}]",,,
13_referential,reporting_week,Week on which a measure  is being reported. It is expected to be IsoWeek.,date,date,,,,reporting_period,,,,,"[{""variable"": ""period_type"", ""value"": ""isoweek""}]",,,
13_referential,reporting_year,Year on which a measure is being reported,date,date,,,,reporting_period,,,,,"[{""variable"": ""period_type"", ""value"": ""year""}]",,,
13_referential,source,Name of the source imported into PandemSource,not characteristic,,,,,,,,,,,,,
13_referential,tag,"Tags associated to a source, this will group source files within containers for the first tag and will allow search for indicators parameters for all tags",characteristic,,,,,,,,,,,,,
13_referential,tag_source,Combination of tags and sources present on PandemSource,characteristic,,"tag, source",,,,,,,,,,,
