Time;Age;country;indicator;synthetic_val;population
230;50+;NL;People in ICU;109;7144884
230;<25;DE;Cases;6679;19905065
230;<25;DE;Hospitalisations;196;19905065
230;<25;DE;Deaths;0;19905065
230;<25;DE;Vaccination;29676;19905065
230;<25;DE;ICU admissions;10;19905065
230;<25;DE;People in hospital;4512;19905065
230;<25;DE;People in ICU;78;19905065
230;<25;NL;Cases;852;4850952
230;<25;NL;Hospitalisations;71;4850952
230;<25;NL;Deaths;0;4850952
230;<25;NL;Vaccination;6661;4850952
230;<25;NL;ICU admissions;3;4850952
230;<25;NL;People in hospital;702;4850952
230;<25;NL;People in ICU;20;4850952
231;25-50;DE;Cases;7206;25855651
231;25-50;DE;Hospitalisations;682;25855651
231;25-50;DE;Deaths;686;25855651
231;25-50;DE;Vaccination;50776;25855651
231;25-50;DE;ICU admissions;135;25855651
231;25-50;DE;People in hospital;14922;25855651
231;25-50;DE;People in ICU;1506;25855651
231;25-50;NL;Cases;1609;5479579
231;25-50;NL;Hospitalisations;157;5479579
231;25-50;NL;Deaths;87;5479579
231;25-50;NL;Vaccination;9433;5479579
231;25-50;NL;ICU admissions;35;5479579
231;25-50;NL;People in hospital;3265;5479579
231;25-50;NL;People in ICU;302;5479579
231;50+;DE;Cases;8215;37394315
231;50+;DE;Hospitalisations;304;37394315
231;50+;DE;Deaths;46;37394315
231;50+;DE;Vaccination;95954;37394315
231;50+;DE;ICU admissions;55;37394315
231;50+;DE;People in hospital;16295;37394315
231;50+;DE;People in ICU;541;37394315
231;50+;NL;Cases;1316;7144884
231;50+;NL;Hospitalisations;43;7144884
231;50+;NL;Deaths;7;7144884
231;50+;NL;Vaccination;17539;7144884
231;50+;NL;ICU admissions;10;7144884
231;50+;NL;People in hospital;2632;7144884
231;50+;NL;People in ICU;134;7144884
231;<25;DE;Cases;4711;19905065
231;<25;DE;Hospitalisations;244;19905065
231;<25;DE;Deaths;1;19905065
231;<25;DE;Vaccination;29348;19905065
231;<25;DE;ICU admissions;10;19905065
231;<25;DE;People in hospital;3445;19905065
231;<25;DE;People in ICU;67;19905065
231;<25;NL;Cases;741;4850952
231;<25;NL;Hospitalisations;39;4850952
231;<25;NL;Deaths;1;4850952
231;<25;NL;Vaccination;6804;4850952
231;<25;NL;ICU admissions;1;4850952
231;<25;NL;People in hospital;1053;4850952
231;<25;NL;People in ICU;20;4850952
232;25-50;DE;Cases;5332;25855651
232;25-50;DE;Hospitalisations;704;25855651
232;25-50;DE;Deaths;623;25855651
232;25-50;DE;Vaccination;53582;25855651
232;25-50;DE;ICU admissions;149;25855651
232;25-50;DE;People in hospital;12463;25855651
232;25-50;DE;People in ICU;1208;25855651
232;25-50;NL;Cases;1216;5479579
232;25-50;NL;Hospitalisations;98;5479579
232;25-50;NL;Deaths;100;5479579
232;25-50;NL;Vaccination;7442;5479579
232;25-50;NL;ICU admissions;34;5479579
232;25-50;NL;People in hospital;3093;5479579
232;25-50;NL;People in ICU;265;5479579
232;50+;DE;Cases;5895;37394315
232;50+;DE;Hospitalisations;188;37394315
232;50+;DE;Deaths;47;37394315
232;50+;DE;Vaccination;107317;37394315
232;50+;DE;ICU admissions;64;37394315
232;50+;DE;People in hospital;12714;37394315
232;50+;DE;People in ICU;489;37394315
232;50+;NL;Cases;917;7144884
232;50+;NL;Hospitalisations;36;7144884
232;50+;NL;Deaths;10;7144884
232;50+;NL;Vaccination;16802;7144884
232;50+;NL;ICU admissions;15;7144884
232;50+;NL;People in hospital;2825;7144884
232;50+;NL;People in ICU;109;7144884
232;<25;DE;Cases;4302;19905065
232;<25;DE;Hospitalisations;273;19905065
232;<25;DE;Deaths;1;19905065
232;<25;DE;Vaccination;31510;19905065
232;<25;DE;ICU admissions;11;19905065
232;<25;DE;People in hospital;3023;19905065
232;<25;DE;People in ICU;80;19905065
232;<25;NL;Cases;481;4850952
232;<25;NL;Hospitalisations;45;4850952
232;<25;NL;Deaths;0;4850952
232;<25;NL;Vaccination;7783;4850952
232;<25;NL;ICU admissions;0;4850952
232;<25;NL;People in hospital;742;4850952
232;<25;NL;People in ICU;21;4850952
233;25-50;DE;Cases;7420;25855651
233;25-50;DE;Hospitalisations;605;25855651
233;25-50;DE;Deaths;458;25855651
233;25-50;DE;Vaccination;43702;25855651
233;25-50;DE;ICU admissions;164;25855651
233;25-50;DE;People in hospital;11938;25855651
233;25-50;DE;People in ICU;1476;25855651
233;25-50;NL;Cases;1034;5479579
233;25-50;NL;Hospitalisations;144;5479579
233;25-50;NL;Deaths;86;5479579
233;25-50;NL;Vaccination;8487;5479579
233;25-50;NL;ICU admissions;24;5479579
233;25-50;NL;People in hospital;2311;5479579
233;25-50;NL;People in ICU;367;5479579
233;50+;DE;Cases;6427;37394315
233;50+;DE;Hospitalisations;153;37394315
233;50+;DE;Deaths;36;37394315
233;50+;DE;Vaccination;110059;37394315
233;50+;DE;ICU admissions;72;37394315
233;50+;DE;People in hospital;16244;37394315
233;50+;DE;People in ICU;519;37394315
233;50+;NL;Cases;819;7144884
233;50+;NL;Hospitalisations;46;7144884
233;50+;NL;Deaths;7;7144884
233;50+;NL;Vaccination;18610;7144884
233;50+;NL;ICU admissions;17;7144884
233;50+;NL;People in hospital;2959;7144884
233;50+;NL;People in ICU;129;7144884
233;<25;DE;Cases;2709;19905065
233;<25;DE;Hospitalisations;158;19905065
233;<25;DE;Deaths;0;19905065
233;<25;DE;Vaccination;26533;19905065
233;<25;DE;ICU admissions;7;19905065
233;<25;DE;People in hospital;2676;19905065
233;<25;DE;People in ICU;86;19905065
233;<25;NL;Cases;597;4850952
233;<25;NL;Hospitalisations;40;4850952
233;<25;NL;Deaths;0;4850952
233;<25;NL;Vaccination;6515;4850952
233;<25;NL;ICU admissions;3;4850952
233;<25;NL;People in hospital;590;4850952
233;<25;NL;People in ICU;16;4850952
234;25-50;DE;Cases;4747;25855651
234;25-50;DE;Hospitalisations;589;25855651
234;25-50;DE;Deaths;265;25855651
234;25-50;DE;Vaccination;40494;25855651
234;25-50;DE;ICU admissions;165;25855651
234;25-50;DE;People in hospital;12222;25855651
234;25-50;DE;People in ICU;1474;25855651
234;25-50;NL;Cases;972;5479579
234;25-50;NL;Hospitalisations;86;5479579
234;25-50;NL;Deaths;93;5479579
234;25-50;NL;Vaccination;8809;5479579
234;25-50;NL;ICU admissions;41;5479579
234;25-50;NL;People in hospital;2224;5479579
234;25-50;NL;People in ICU;319;5479579
234;50+;DE;Cases;9096;37394315
234;50+;DE;Hospitalisations;212;37394315
234;50+;DE;Deaths;37;37394315
234;50+;DE;Vaccination;112209;37394315
234;50+;DE;ICU admissions;77;37394315
234;50+;DE;People in hospital;13730;37394315
234;50+;DE;People in ICU;638;37394315
234;50+;NL;Cases;1388;7144884
234;50+;NL;Hospitalisations;31;7144884
234;50+;NL;Deaths;2;7144884
234;50+;NL;Vaccination;19890;7144884
234;50+;NL;ICU admissions;19;7144884
234;50+;NL;People in hospital;2422;7144884
234;50+;NL;People in ICU;109;7144884
234;<25;DE;Cases;3564;19905065
234;<25;DE;Hospitalisations;184;19905065
234;<25;DE;Deaths;0;19905065
234;<25;DE;Vaccination;33772;19905065
234;<25;DE;ICU admissions;3;19905065
234;<25;DE;People in hospital;2704;19905065
234;<25;DE;People in ICU;62;19905065
234;<25;NL;Cases;609;4850952
234;<25;NL;Hospitalisations;21;4850952
234;<25;NL;Deaths;0;4850952
234;<25;NL;Vaccination;6362;4850952
234;<25;NL;ICU admissions;2;4850952
234;<25;NL;People in hospital;634;4850952
234;<25;NL;People in ICU;15;4850952
235;25-50;DE;Cases;5304;25855651
235;25-50;DE;Hospitalisations;516;25855651
235;25-50;DE;Deaths;340;25855651
235;25-50;DE;Vaccination;38930;25855651
235;25-50;DE;ICU admissions;189;25855651
235;25-50;DE;People in hospital;11865;25855651
235;25-50;DE;People in ICU;1451;25855651
235;25-50;NL;Cases;804;5479579
235;25-50;NL;Hospitalisations;88;5479579
235;25-50;NL;Deaths;75;5479579
235;25-50;NL;Vaccination;10738;5479579
235;25-50;NL;ICU admissions;26;5479579
235;25-50;NL;People in hospital;2113;5479579
235;25-50;NL;People in ICU;311;5479579
235;50+;DE;Cases;3407;37394315
235;50+;DE;Hospitalisations;150;37394315
235;50+;DE;Deaths;20;37394315
235;50+;DE;Vaccination;88822;37394315
235;50+;DE;ICU admissions;70;37394315
235;50+;DE;People in hospital;15633;37394315
235;50+;DE;People in ICU;649;37394315
235;50+;NL;Cases;836;7144884
235;50+;NL;Hospitalisations;35;7144884
235;50+;NL;Deaths;11;7144884
235;50+;NL;Vaccination;18644;7144884
235;50+;NL;ICU admissions;4;7144884
235;50+;NL;People in hospital;3812;7144884
235;50+;NL;People in ICU;124;7144884
235;<25;DE;Cases;2331;19905065
235;<25;DE;Hospitalisations;189;19905065
235;<25;DE;Deaths;1;19905065
235;<25;DE;Vaccination;30807;19905065
235;<25;DE;ICU admissions;9;19905065
235;<25;DE;People in hospital;3357;19905065
235;<25;DE;People in ICU;54;19905065
235;<25;NL;Cases;463;4850952
235;<25;NL;Hospitalisations;30;4850952
235;<25;NL;Deaths;0;4850952
235;<25;NL;Vaccination;6883;4850952
235;<25;NL;ICU admissions;0;4850952
235;<25;NL;People in hospital;492;4850952
235;<25;NL;People in ICU;5;4850952
236;25-50;DE;Cases;5621;25855651
236;25-50;DE;Hospitalisations;404;25855651
236;25-50;DE;Deaths;384;25855651
236;25-50;DE;Vaccination;51386;25855651
236;25-50;DE;ICU admissions;188;25855651
236;25-50;DE;People in hospital;12861;25855651
236;25-50;DE;People in ICU;1268;25855651
236;25-50;NL;Cases;422;5479579
236;25-50;NL;Hospitalisations;90;5479579
236;25-50;NL;Deaths;68;5479579
236;25-50;NL;Vaccination;8183;5479579
236;25-50;NL;ICU admissions;40;5479579
236;25-50;NL;People in hospital;1931;5479579
236;25-50;NL;People in ICU;309;5479579
236;50+;DE;Cases;4844;37394315
236;50+;DE;Hospitalisations;184;37394315
236;50+;DE;Deaths;22;37394315
236;50+;DE;Vaccination;113320;37394315
236;50+;DE;ICU admissions;79;37394315
236;50+;DE;People in hospital;9651;37394315
236;50+;DE;People in ICU;509;37394315
236;50+;NL;Cases;913;7144884
236;50+;NL;Hospitalisations;26;7144884
236;50+;NL;Deaths;4;7144884
236;50+;NL;Vaccination;20746;7144884
236;50+;NL;ICU admissions;13;7144884
236;50+;NL;People in hospital;2123;7144884
236;50+;NL;People in ICU;116;7144884
236;<25;DE;Cases;2432;19905065
236;<25;DE;Hospitalisations;117;19905065
236;<25;DE;Deaths;1;19905065
236;<25;DE;Vaccination;26961;19905065
236;<25;DE;ICU admissions;8;19905065
236;<25;DE;People in hospital;2364;19905065
236;<25;DE;People in ICU;47;19905065
236;<25;NL;Cases;415;4850952
236;<25;NL;Hospitalisations;22;4850952
236;<25;NL;Deaths;0;4850952
236;<25;NL;Vaccination;7033;4850952
236;<25;NL;ICU admissions;1;4850952
236;<25;NL;People in hospital;405;4850952
236;<25;NL;People in ICU;23;4850952
237;25-50;DE;Cases;3528;25855651
237;25-50;DE;Hospitalisations;379;25855651
237;25-50;DE;Deaths;271;25855651
237;25-50;DE;Vaccination;47331;25855651
237;25-50;DE;ICU admissions;158;25855651
237;25-50;DE;People in hospital;10114;25855651
237;25-50;DE;People in ICU;1517;25855651
237;25-50;NL;Cases;993;5479579
237;25-50;NL;Hospitalisations;73;5479579
237;25-50;NL;Deaths;53;5479579
237;25-50;NL;Vaccination;8479;5479579
237;25-50;NL;ICU admissions;37;5479579
237;25-50;NL;People in hospital;1955;5479579
237;25-50;NL;People in ICU;289;5479579
237;50+;DE;Cases;2966;37394315
237;50+;DE;Hospitalisations;114;37394315
237;50+;DE;Deaths;21;37394315
237;50+;DE;Vaccination;124347;37394315
237;50+;DE;ICU admissions;60;37394315
237;50+;DE;People in hospital;11188;37394315
237;50+;DE;People in ICU;749;37394315
237;50+;NL;Cases;701;7144884
237;50+;NL;Hospitalisations;13;7144884
237;50+;NL;Deaths;9;7144884
237;50+;NL;Vaccination;19491;7144884
237;50+;NL;ICU admissions;18;7144884
237;50+;NL;People in hospital;1918;7144884
237;50+;NL;People in ICU;116;7144884
237;<25;DE;Cases;1771;19905065
237;<25;DE;Hospitalisations;92;19905065
237;<25;DE;Deaths;1;19905065
237;<25;DE;Vaccination;28680;19905065
237;<25;DE;ICU admissions;2;19905065
237;<25;DE;People in hospital;1741;19905065
237;<25;DE;People in ICU;45;19905065
237;<25;NL;Cases;614;4850952
237;<25;NL;Hospitalisations;20;4850952
237;<25;NL;Deaths;0;4850952
237;<25;NL;Vaccination;6785;4850952
237;<25;NL;ICU admissions;0;4850952
237;<25;NL;People in hospital;320;4850952
237;<25;NL;People in ICU;10;4850952
238;25-50;DE;Cases;2530;25855651
238;25-50;DE;Hospitalisations;199;25855651
238;25-50;DE;Deaths;270;25855651
238;25-50;DE;Vaccination;43094;25855651
238;25-50;DE;ICU admissions;140;25855651
238;25-50;DE;People in hospital;8214;25855651
238;25-50;DE;People in ICU;1759;25855651
238;25-50;NL;Cases;482;5479579
238;25-50;NL;Hospitalisations;77;5479579
238;25-50;NL;Deaths;50;5479579
238;25-50;NL;Vaccination;8441;5479579
238;25-50;NL;ICU admissions;49;5479579
238;25-50;NL;People in hospital;1738;5479579
238;25-50;NL;People in ICU;344;5479579
238;50+;DE;Cases;5893;37394315
238;50+;DE;Hospitalisations;143;37394315
238;50+;DE;Deaths;27;37394315
238;50+;DE;Vaccination;114074;37394315
238;50+;DE;ICU admissions;52;37394315
238;50+;DE;People in hospital;8814;37394315
238;50+;DE;People in ICU;530;37394315
238;50+;NL;Cases;436;7144884
238;50+;NL;Hospitalisations;24;7144884
238;50+;NL;Deaths;4;7144884
238;50+;NL;Vaccination;20270;7144884
238;50+;NL;ICU admissions;9;7144884
238;50+;NL;People in hospital;1970;7144884
238;50+;NL;People in ICU;92;7144884
238;<25;DE;Cases;1971;19905065
238;<25;DE;Hospitalisations;146;19905065
238;<25;DE;Deaths;0;19905065
238;<25;DE;Vaccination;33175;19905065
238;<25;DE;ICU admissions;2;19905065
238;<25;DE;People in hospital;2259;19905065
238;<25;DE;People in ICU;43;19905065
238;<25;NL;Cases;428;4850952
238;<25;NL;Hospitalisations;22;4850952
238;<25;NL;Deaths;1;4850952
238;<25;NL;Vaccination;6524;4850952
238;<25;NL;ICU admissions;1;4850952
238;<25;NL;People in hospital;438;4850952
238;<25;NL;People in ICU;4;4850952
239;25-50;DE;Cases;2634;25855651
239;25-50;DE;Hospitalisations;351;25855651
239;25-50;DE;Deaths;281;25855651
239;25-50;DE;Vaccination;48065;25855651
239;25-50;DE;ICU admissions;174;25855651
239;25-50;DE;People in hospital;9694;25855651
239;25-50;DE;People in ICU;1230;25855651
239;25-50;NL;Cases;462;5479579
239;25-50;NL;Hospitalisations;51;5479579
239;25-50;NL;Deaths;64;5479579
239;25-50;NL;Vaccination;10216;5479579
239;25-50;NL;ICU admissions;27;5479579
239;25-50;NL;People in hospital;1572;5479579
239;25-50;NL;People in ICU;324;5479579
239;50+;DE;Cases;3524;37394315
239;50+;DE;Hospitalisations;77;37394315
239;50+;DE;Deaths;26;37394315
239;50+;DE;Vaccination;101450;37394315
239;50+;DE;ICU admissions;48;37394315
239;50+;DE;People in hospital;9515;37394315
239;50+;DE;People in ICU;493;37394315
239;50+;NL;Cases;458;7144884
239;50+;NL;Hospitalisations;13;7144884
239;50+;NL;Deaths;2;7144884
239;50+;NL;Vaccination;18425;7144884
239;50+;NL;ICU admissions;9;7144884
239;50+;NL;People in hospital;2001;7144884
239;50+;NL;People in ICU;126;7144884
239;<25;DE;Cases;2184;19905065
239;<25;DE;Hospitalisations;78;19905065
239;<25;DE;Deaths;1;19905065
239;<25;DE;Vaccination;24278;19905065
239;<25;DE;ICU admissions;3;19905065
239;<25;DE;People in hospital;1798;19905065
239;<25;DE;People in ICU;29;19905065
239;<25;NL;Cases;448;4850952
239;<25;NL;Hospitalisations;18;4850952
239;<25;NL;Deaths;1;4850952
239;<25;NL;Vaccination;7579;4850952
239;<25;NL;ICU admissions;1;4850952
239;<25;NL;People in hospital;385;4850952
239;<25;NL;People in ICU;1;4850952
240;25-50;DE;Cases;2921;25855651
240;25-50;DE;Hospitalisations;336;25855651
240;25-50;DE;Deaths;224;25855651
240;25-50;DE;Vaccination;46224;25855651
240;25-50;DE;ICU admissions;177;25855651
240;25-50;DE;People in hospital;7293;25855651
240;25-50;DE;People in ICU;1368;25855651
240;25-50;NL;Cases;308;5479579
240;25-50;NL;Hospitalisations;47;5479579
240;25-50;NL;Deaths;35;5479579
240;25-50;NL;Vaccination;11742;5479579
240;25-50;NL;ICU admissions;28;5479579
240;25-50;NL;People in hospital;1488;5479579
240;25-50;NL;People in ICU;273;5479579
240;50+;DE;Cases;5441;37394315
240;50+;DE;Hospitalisations;89;37394315
240;50+;DE;Deaths;36;37394315
240;50+;DE;Vaccination;116461;37394315
240;50+;DE;ICU admissions;58;37394315
240;50+;DE;People in hospital;9267;37394315
240;50+;DE;People in ICU;579;37394315
240;50+;NL;Cases;577;7144884
240;50+;NL;Hospitalisations;22;7144884
240;50+;NL;Deaths;12;7144884
240;50+;NL;Vaccination;19160;7144884
240;50+;NL;ICU admissions;12;7144884
240;50+;NL;People in hospital;1908;7144884
240;50+;NL;People in ICU;121;7144884
240;<25;DE;Cases;2736;19905065
240;<25;DE;Hospitalisations;93;19905065
240;<25;DE;Deaths;0;19905065
240;<25;DE;Vaccination;31469;19905065
240;<25;DE;ICU admissions;0;19905065
240;<25;DE;People in hospital;1450;19905065
240;<25;DE;People in ICU;26;19905065
240;<25;NL;Cases;216;4850952
240;<25;NL;Hospitalisations;14;4850952
240;<25;NL;Deaths;0;4850952
240;<25;NL;Vaccination;6343;4850952
240;<25;NL;ICU admissions;2;4850952
240;<25;NL;People in hospital;336;4850952
240;<25;NL;People in ICU;5;4850952
241;25-50;DE;Cases;1603;25855651
241;25-50;DE;Hospitalisations;271;25855651
241;25-50;DE;Deaths;126;25855651
241;25-50;DE;Vaccination;51025;25855651
241;25-50;DE;ICU admissions;147;25855651
241;25-50;DE;People in hospital;6740;25855651
241;25-50;DE;People in ICU;1465;25855651
241;25-50;NL;Cases;378;5479579
241;25-50;NL;Hospitalisations;45;5479579
241;25-50;NL;Deaths;24;5479579
241;25-50;NL;Vaccination;9383;5479579
241;25-50;NL;ICU admissions;44;5479579
241;25-50;NL;People in hospital;1305;5479579
241;25-50;NL;People in ICU;347;5479579
241;50+;DE;Cases;2770;37394315
241;50+;DE;Hospitalisations;97;37394315
241;50+;DE;Deaths;34;37394315
241;50+;DE;Vaccination;99807;37394315
241;50+;DE;ICU admissions;38;37394315
241;50+;DE;People in hospital;8428;37394315
241;50+;DE;People in ICU;520;37394315
241;50+;NL;Cases;476;7144884
241;50+;NL;Hospitalisations;18;7144884
241;50+;NL;Deaths;6;7144884
241;50+;NL;Vaccination;21762;7144884
241;50+;NL;ICU admissions;12;7144884
241;50+;NL;People in hospital;1597;7144884
241;50+;NL;People in ICU;128;7144884
241;<25;DE;Cases;1043;19905065
241;<25;DE;Hospitalisations;57;19905065
241;<25;DE;Deaths;1;19905065
241;<25;DE;Vaccination;30183;19905065
241;<25;DE;ICU admissions;1;19905065
241;<25;DE;People in hospital;1289;19905065
241;<25;DE;People in ICU;19;19905065
241;<25;NL;Cases;258;4850952
241;<25;NL;Hospitalisations;9;4850952
241;<25;NL;Deaths;0;4850952
241;<25;NL;Vaccination;6601;4850952
241;<25;NL;ICU admissions;0;4850952
241;<25;NL;People in hospital;228;4850952
241;<25;NL;People in ICU;6;4850952
242;25-50;DE;Cases;2937;25855651
242;25-50;DE;Hospitalisations;270;25855651
242;25-50;DE;Deaths;111;25855651
242;25-50;DE;Vaccination;47257;25855651
242;25-50;DE;ICU admissions;150;25855651
242;25-50;DE;People in hospital;7198;25855651
242;25-50;DE;People in ICU;1389;25855651
242;25-50;NL;Cases;252;5479579
242;25-50;NL;Hospitalisations;21;5479579
242;25-50;NL;Deaths;39;5479579
242;25-50;NL;Vaccination;10498;5479579
242;25-50;NL;ICU admissions;30;5479579
242;25-50;NL;People in hospital;1524;5479579
242;25-50;NL;People in ICU;379;5479579
242;50+;DE;Cases;2554;37394315
242;50+;DE;Hospitalisations;95;37394315
242;50+;DE;Deaths;26;37394315
242;50+;DE;Vaccination;121386;37394315
242;50+;DE;ICU admissions;61;37394315
242;50+;DE;People in hospital;8695;37394315
242;50+;DE;People in ICU;582;37394315
242;50+;NL;Cases;430;7144884
242;50+;NL;Hospitalisations;15;7144884
242;50+;NL;Deaths;9;7144884
242;50+;NL;Vaccination;21765;7144884
242;50+;NL;ICU admissions;4;7144884
242;50+;NL;People in hospital;1622;7144884
242;50+;NL;People in ICU;128;7144884
242;<25;DE;Cases;1364;19905065
242;<25;DE;Hospitalisations;56;19905065
242;<25;DE;Deaths;0;19905065
242;<25;DE;Vaccination;27147;19905065
242;<25;DE;ICU admissions;2;19905065
242;<25;DE;People in hospital;994;19905065
242;<25;DE;People in ICU;22;19905065
242;<25;NL;Cases;284;4850952
242;<25;NL;Hospitalisations;14;4850952
242;<25;NL;Deaths;0;4850952
242;<25;NL;Vaccination;7326;4850952
242;<25;NL;ICU admissions;0;4850952
242;<25;NL;People in hospital;276;4850952
242;<25;NL;People in ICU;6;4850952
243;25-50;DE;Cases;1909;25855651
243;25-50;DE;Hospitalisations;219;25855651
243;25-50;DE;Deaths;157;25855651
243;25-50;DE;Vaccination;48337;25855651
243;25-50;DE;ICU admissions;177;25855651
243;25-50;DE;People in hospital;5511;25855651
243;25-50;DE;People in ICU;1608;25855651
243;25-50;NL;Cases;305;5479579
243;25-50;NL;Hospitalisations;32;5479579
243;25-50;NL;Deaths;22;5479579
243;25-50;NL;Vaccination;10506;5479579
243;25-50;NL;ICU admissions;33;5479579
243;25-50;NL;People in hospital;925;5479579
243;25-50;NL;People in ICU;280;5479579
243;50+;DE;Cases;1975;37394315
243;50+;DE;Hospitalisations;61;37394315
243;50+;DE;Deaths;42;37394315
243;50+;DE;Vaccination;117890;37394315
243;50+;DE;ICU admissions;40;37394315
243;50+;DE;People in hospital;6973;37394315
243;50+;DE;People in ICU;614;37394315
243;50+;NL;Cases;305;7144884
243;50+;NL;Hospitalisations;7;7144884
243;50+;NL;Deaths;2;7144884
243;50+;NL;Vaccination;21445;7144884
243;50+;NL;ICU admissions;6;7144884
243;50+;NL;People in hospital;1437;7144884
243;50+;NL;People in ICU;154;7144884
243;<25;DE;Cases;1668;19905065
243;<25;DE;Hospitalisations;54;19905065
243;<25;DE;Deaths;2;19905065
243;<25;DE;Vaccination;24095;19905065
243;<25;DE;ICU admissions;0;19905065
243;<25;DE;People in hospital;1009;19905065
243;<25;DE;People in ICU;19;19905065
243;<25;NL;Cases;378;4850952
243;<25;NL;Hospitalisations;14;4850952
243;<25;NL;Deaths;0;4850952
243;<25;NL;Vaccination;7101;4850952
243;<25;NL;ICU admissions;1;4850952
243;<25;NL;People in hospital;211;4850952
243;<25;NL;People in ICU;4;4850952
244;25-50;DE;Cases;1394;25855651
244;25-50;DE;Hospitalisations;234;25855651
244;25-50;DE;Deaths;102;25855651
244;25-50;DE;Vaccination;54323;25855651
244;25-50;DE;ICU admissions;158;25855651
244;25-50;DE;People in hospital;6123;25855651
244;25-50;DE;People in ICU;1620;25855651
244;25-50;NL;Cases;250;5479579
244;25-50;NL;Hospitalisations;24;5479579
244;25-50;NL;Deaths;42;5479579
244;25-50;NL;Vaccination;7361;5479579
244;25-50;NL;ICU admissions;29;5479579
244;25-50;NL;People in hospital;1440;5479579
244;25-50;NL;People in ICU;377;5479579
244;50+;DE;Cases;1831;37394315
244;50+;DE;Hospitalisations;52;37394315
244;50+;DE;Deaths;34;37394315
244;50+;DE;Vaccination;91008;37394315
244;50+;DE;ICU admissions;56;37394315
244;50+;DE;People in hospital;6741;37394315
244;50+;DE;People in ICU;590;37394315
244;50+;NL;Cases;338;7144884
244;50+;NL;Hospitalisations;9;7144884
244;50+;NL;Deaths;13;7144884
244;50+;NL;Vaccination;20458;7144884
244;50+;NL;ICU admissions;8;7144884
244;50+;NL;People in hospital;1505;7144884
244;50+;NL;People in ICU;107;7144884
244;<25;DE;Cases;1240;19905065
244;<25;DE;Hospitalisations;63;19905065
244;<25;DE;Deaths;0;19905065
244;<25;DE;Vaccination;32401;19905065
244;<25;DE;ICU admissions;2;19905065
244;<25;DE;People in hospital;814;19905065
244;<25;DE;People in ICU;14;19905065
244;<25;NL;Cases;193;4850952
244;<25;NL;Hospitalisations;8;4850952
244;<25;NL;Deaths;0;4850952
244;<25;NL;Vaccination;7154;4850952
244;<25;NL;ICU admissions;0;4850952
244;<25;NL;People in hospital;217;4850952
244;<25;NL;People in ICU;3;4850952
245;25-50;DE;Cases;957;25855651
245;25-50;DE;Hospitalisations;108;25855651
245;25-50;DE;Deaths;138;25855651
245;25-50;DE;Vaccination;44890;25855651
245;25-50;DE;ICU admissions;174;25855651
245;25-50;DE;People in hospital;4896;25855651
245;25-50;DE;People in ICU;1289;25855651
245;25-50;NL;Cases;288;5479579
245;25-50;NL;Hospitalisations;28;5479579
245;25-50;NL;Deaths;19;5479579
245;25-50;NL;Vaccination;8154;5479579
245;25-50;NL;ICU admissions;31;5479579
245;25-50;NL;People in hospital;1081;5479579
245;25-50;NL;People in ICU;358;5479579
245;50+;DE;Cases;1339;37394315
245;50+;DE;Hospitalisations;59;37394315
245;50+;DE;Deaths;25;37394315
245;50+;DE;Vaccination;93882;37394315
245;50+;DE;ICU admissions;31;37394315
245;50+;DE;People in hospital;6663;37394315
245;50+;DE;People in ICU;572;37394315
245;50+;NL;Cases;180;7144884
245;50+;NL;Hospitalisations;8;7144884
245;50+;NL;Deaths;8;7144884
245;50+;NL;Vaccination;21992;7144884
245;50+;NL;ICU admissions;10;7144884
245;50+;NL;People in hospital;1069;7144884
245;50+;NL;People in ICU;121;7144884
245;<25;DE;Cases;925;19905065
245;<25;DE;Hospitalisations;49;19905065
245;<25;DE;Deaths;0;19905065
245;<25;DE;Vaccination;31036;19905065
245;<25;DE;ICU admissions;3;19905065
245;<25;DE;People in hospital;998;19905065
245;<25;DE;People in ICU;15;19905065
245;<25;NL;Cases;134;4850952
245;<25;NL;Hospitalisations;7;4850952
245;<25;NL;Deaths;0;4850952
245;<25;NL;Vaccination;6802;4850952
245;<25;NL;ICU admissions;0;4850952
245;<25;NL;People in hospital;141;4850952
245;<25;NL;People in ICU;0;4850952
246;25-50;DE;Cases;1168;25855651
246;25-50;DE;Hospitalisations;192;25855651
246;25-50;DE;Deaths;107;25855651
246;25-50;DE;Vaccination;45089;25855651
246;25-50;DE;ICU admissions;138;25855651
246;25-50;DE;People in hospital;5170;25855651
246;25-50;DE;People in ICU;1646;25855651
246;25-50;NL;Cases;150;5479579
246;25-50;NL;Hospitalisations;32;5479579
246;25-50;NL;Deaths;22;5479579
246;25-50;NL;Vaccination;8926;5479579
246;25-50;NL;ICU admissions;26;5479579
246;25-50;NL;People in hospital;768;5479579
246;25-50;NL;People in ICU;315;5479579
246;50+;DE;Cases;1832;37394315
246;50+;DE;Hospitalisations;32;37394315
246;50+;DE;Deaths;31;37394315
246;50+;DE;Vaccination;120871;37394315
246;50+;DE;ICU admissions;31;37394315
246;50+;DE;People in hospital;5825;37394315
246;50+;DE;People in ICU;686;37394315
246;50+;NL;Cases;236;7144884
246;50+;NL;Hospitalisations;6;7144884
246;50+;NL;Deaths;5;7144884
246;50+;NL;Vaccination;24411;7144884
246;50+;NL;ICU admissions;7;7144884
246;50+;NL;People in hospital;1126;7144884
246;50+;NL;People in ICU;92;7144884
246;<25;DE;Cases;658;19905065
246;<25;DE;Hospitalisations;48;19905065
